,content,prob,Sentimental,Date
101,"KT to lead mutual growth with SMEs through smart technologyKT CEO Koo Hyun-mo, left, with Startup Minister Park Young-sun, center, and INNOBIZ President Cho Hong-rae, right, during a mutual growth partnership ceremony held at the company's headquarters in Seoul, Tuesday. / Courtesy of Ministry of SMEs and StartupsBy Baek Byung-yeulKT will provide technologi  2020-09-22",0.9508604407310486,Positive,2020-09-22
102,"Will strong won attract return of foreign investors?GettyimagesbankBy Anna J. ParkOne of major topics in the current market would obviously be the strengthened won against the dollar. The won-dollar exchange rate on Tuesday's FX market finished at 1,165.0, up 7.0 won from Monday's closing. This is a slight depreciation of the won against the dollar cAnna J. Park  2020-09-22",0.9401759505271912,Negative,2020-09-22
103," relegated to third spot in Q2 Indonesian smartphone market: reportA  worker gives a demonstration of the Galaxy Z Flip Phone at the Unpacked 2020 event in San Francisco, Feb. 11, 2020.  lost its status as the top smartphone vendor in the Indonesian smartphone market in the second quarter of the year, dropping to the third spot, a report showed Monday2020-09-21",0.9694532155990601,Negative,2020-09-21
104,[Reporter's Notebook]   stuck in US-China trade war ' building in Seoul / Korea Times photo by Shin Sang-soonBy Baek Byung-yeul ' woes seem to have deepened as the Korean tech giant is apparently stuck in the middle of the trade war between the United States and China. The world's largest memory chip maker reporte  2020-09-20,0.9781649708747864,Negative,2020-09-20
105," showcases efforts to tackle Alzheimer's diseaseA combined photo capture taken from a video released by  Newsroom, Sunday, a day before this year's Alzheimer's Day, shows four researchers who are studying Alzheimer's disease with financial support from the  Science and Technology Foundation. Courtesy of   By Kim Yo  2020-09-20",0.9918558597564697,Positive,2020-09-20
106," forecast to be stable: Moody's ' semiconductor plant in Pyeongtaek, Gyeonggi Province / Courtesy of  By Baek Byung-yeul ' outlook is forecasted to be stable, strongly backed by robust sales of its cash-cow semiconductor business, global credit ratings firm Moody's Investors S  2020-09-18",0.8611539006233215,Positive,2020-09-18
107," heir Lee met Japanese ambassador: sourcesLee Jae-yong, vice chairman of    Vice Chairman Lee Jae-yong met with Japanese Ambassador to Seoul Koji Tomita last week to discuss various topics, including an easing of entry restrictions for businesspeople, diplomatic sources said Thursday. South Korea and Japa2020-09-17",0.8772487044334412,Positive,2020-09-17
108,"[ED] US sanctions on HuaweiTime to set up new strategies to brace for changeThe United States began to impose additional sanctions on Chinese telecom giant Huawei Technologies Sept. 15. The sanctions ban the supply of semiconductors made with U.S. equipment, software or design to the Chinese firm without prior approval from t2020-09-16",0.9263526797294617,Negative,2020-09-16
109, Display commercializes foldable panel with world's smallest curvatureCourtesy of  Display Display Co. said Wednesday it has commercialized a foldable display panel with the smallest radius of curvature in the world.  Display said its latest foldable OLED panel that was applied to   Co.'s Galaxy Z Fold 2 smartphone has a 1.4R rat2020-09-16,0.9129623770713806,Negative,2020-09-16
110,"Preorders for Galaxy Z Fold 2 top 80,000 units in Korea Galaxy Z Fold 2 / Courtesy of    Co. said Wednesday that preorders for its latest foldable smartphone, the Galaxy Z Fold 2, have topped 80,000 units in South Korea. Preorder numbers from local mobile carriers and consumers buying the unlocked Galaxy Z Fold2020-09-16",0.8600533604621887,Positive,2020-09-16
111, releases titanium model of Galaxy Watch 3  titanium model of the Galaxy Watch 3 / Courtesy of    said Tuesday it will release the titanium model of its latest smartwatch that boasts advanced health monitoring and fitness features. The titanium model of the Galaxy Watch 3 will hit shelve2020-09-15,0.8521518111228943,Positive,2020-09-15
114,"Growing legal ris haunt Korean conglomeratesGraphic by Bae So-youngBy Nam Hyun-wooDomestic conglomerates are suffering from growing legal ris that are stalking their owners and chief executives, which could potentially hinder them from making important managerial decisions. As the COVID-19 pandemic has placed chaebol ― as they are known in   2020-09-15",0.9954505562782288,Negative,2020-09-15
116,"Korea, Uzbek to begin trade negotiation this yearPresident Moon Jae-in and his Uzbek counterpart Shavkat Mirziyoyev, shake hands before holding a summit in the Oval Office in Tashkent, Uzbekistan, April 19 (local time). Korea Times fileBy Lee Kyung-min The government will begin trade negotiations with Uzbekistan this year, in the latest move to ad  2020-09-14",0.953171968460083,Positive,2020-09-14
118," expands dominance in domestic smartphone market in Q2: report Galaxy Z Fold 2 / Courtesy of    Co. further expanded its dominance in the domestic smartphone market in the second quarter of the year, a report showed Friday, thanks to robust sales of the Galaxy A budget line and Galaxy S20 series.  accounted for2020-09-11",0.9079277515411377,Positive,2020-09-11
119," to benefit from Huawei ban in long run: analystsVisitors wearing face mas to protect against the coronavirus stand at a booth for Chinese technology firm Huawei at the China International Fair for Trade in Services in Beijing, Saturday, Sept. 5, 2020. AP  Co. is likely to benefit from U.S. sanctions on Chinese tech titan Huawe2020-09-11",0.939472496509552,Negative,2020-09-11
120,"South Korea: model for developing countries in science, innovationBy Dr. Muhammad NaumanSouth Korea was an agrarian-based Japanese colony in the first half of the 20th century, and then a war ground. The country is ranked 11th in the separate 2019 Global Innovation Ranking, published by Cornell University, INSEAD and the World Intellectual Property Organization (W2020-09-10",0.9305408596992493,Positive,2020-09-10
122,", ,  to suspend ties with HuaweiA woman visits the Huawei P40 Pro+ stand at the IFA consumer technology fair in Berlin amid COVID-19, Sept. 3. Reuters-YonhapBy Baek Byung-yeul, Kim Yoo-chulAfter U.S. Secretary of State Mike Pompeo's request for countries to join Washington's move to restrict the direct or indirect use of U.S. tech  2020-09-09",0.7096739411354065,Negative,2020-09-09
125," to manufacture Qualcomm's Snapdragon 4 series ' foundry plant in Pyeongtaek, Gyeonggi Province / Courtesy of  By Kim Hyun-bin ' foundry business has been winning numerous big deals with global tech giants, signing its latest contract with Qualcomm to produce its Snapdragon 4 series starting  2020-09-08",0.946446418762207,Positive,2020-09-08
127," to close TV factory in Chinain this Oct. 26, 2016, file photo, a visitor walks by   TV screens at Korea  Show in Seoul. AP  Co. will close its TV manufacturing plant in Tianjin, China, sources here said Monday, as the company tries to boost efficiency in its supply chain managemen2020-09-07",0.8674566149711609,Negative,2020-09-07
128," top tablet vendor in Europe, Middle East and Africa in Q2: report ' Galaxy Tab A7 tablet / Courtesy of    was the top vendor in the Europe, Middle East and Africa (EMEA) tablet market in the second quarter of the year, a report showed Friday, as its tablet shipments increased nearly 70 percent from a year ago.2020-09-04",0.9432636499404907,Positive,2020-09-04
129,"Seoul stocks dip more than 1% on Wall Street plungeElectronic signboards at the trading room of Hana Bank in Seoul show the benchmark KOSPI closed at 2,368.25, Friday, down 27.65 points or 1.15 percent from the previous session. / YonhapThe South Korean stock market dipped by more than 1 percent to snap a three-day winning streak on Friday as market2020-09-04",0.9024766683578491,Negative,2020-09-04
130,"Seoul stocks trim losses late Friday morningKOSPI index is displayed at Hana Bank's dealing room in Myeongdong in Seoul's Jung-gu District, Friday. YonhapSouth Korean shares slightly trimmed earlier losses late Friday morning, but continued to trade bearish over an overnight plunge on Wall Street. The benchmark Korea Composite Stock Price Ind2020-09-04",0.9327081441879272,Positive,2020-09-04
131,"-TSMC rivalry benefiting QualcommQualcomm Korea Vice President Kim Jae-kyung speaks during an online seminar about future car technology, co-hosted by the Korea Society of Automotive Engineers, Thursday. / Captured from online conferenceBy Baek Byung-yeulQualcomm seems to enjoy watching the competition between   a  2020-09-03",0.8389302492141724,Positive,2020-09-03
134,"[ED] Indictment of  heirCourt should make fair ruling over fraudulent schemesThe prosecution indicted   Vice Chairman Lee Jae-yong, Tuesday, on multiple charges in relation to a controversial merger and alleged accounting fraud. Ten former and incumbent executives were also indicted for allegedly assistin  2020-09-02",0.9574177265167236,Negative,2020-09-02
135,"Memory price rebound to benefit , A smartphone with Huawei and 5G network logos is seen on a PC motherboard in this illustration from Jan. 29. Reuters-YonhapBy Kim Yoo-chulThe world's top two computer memory chipmakers ―   and   ― didn't deny that average selling prices (ASPs) of both DRAM and NAND flash mem  2020-09-01",0.7770484685897827,Negative,2020-09-01
136,"Despite pandemic, , ,  retaining investmentAn employee leaves  ' office in Seoul, Tuesday. Due to the increasing number of COVID-19 patients, the tech company's IT and Mobile Communications Division and Consumer  Division allowed employees to work from home starting Tuesday. / YonhapBy Baek Byung-yeul, Nam Hyun-w  2020-09-01",0.7619262933731079,Negative,2020-09-01
137," facing changes in governance structureBy Kim Bo-eunThe likelihood of regulatory changes is a complicated matter for , as this would force the conglomerate to overhaul its governance structure.According to the Insurance Business Act, stocks held by an insurer of an affiliate company should be limited to 3 percent of the insurer's   2020-09-01",0.7598434686660767,Positive,2020-09-01
138," heir indicted in high-profile succession case  Vice Chairman Lee Jae-yong / Korea Times file Group was once again on alert Tuesday after its heir apparent Lee Jae-yong was indicted for his alleged role in a controversial merger and fraudulent accounting.The Seoul Central District Prosecutors' Office indicted Lee, the d2020-09-01",0.8531294465065002,Positive,2020-09-01
139,"s Pyeongtaek Line 2 begins mass production of advanced DRAM chip  Co. said Sunday its second semiconductor fabrication plant in Pyeongtaek, south of Seoul, has started mass production of its latest mobile DRAM chip. Pyeongtaek Line 2 commenced mass production of the industry's first 16-gigabit (Gb) Low Power Double Data Rate (LPDDR) mobile DRAM  2020-08-30",0.8308519124984741,Positive,2020-08-30
140,"Top 10 largest market cap companies' weight in KOSPI increasesAn employee Hana Bank passes by a monitor in the dealing room of the bank's headquarters in central Seoul, Friday. / YonhapBy Anna J. ParkThe top 10 largest market cap companies' weight in the total KOSPI market cap has seen a massive increase, reflecting rapid industrial changes since the global paAnna J. Park  2020-08-30",0.9573487043380737,Positive,2020-08-30
